DATE,LV_EVAP,LV_RAIN
23/03/1900,1.179000139,0
24/03/1900,1.179000139,0
25/03/1900,1.179000139,0
26/03/1900,1.179000139,0
27/03/1900,1.179000139,0
28/03/1900,1.179000139,0
29/03/1900,1.179000139,0
30/03/1900,1.179000139,0
31/03/1900,1.179000139,0
1/04/1900,0,0.20599997
2/04/1900,0,0.20599997
3/04/1900,0,0.20599997
4/04/1900,0,0.20599997
5/04/1900,0,0.20599997
6/04/1900,0,0.20599997
7/04/1900,0,0.20599997
8/04/1900,0,0.20599997
9/04/1900,0,0.20599997
10/04/1900,0,0.20599997
11/04/1900,0,0.20599997
12/04/1900,0,0.20599997
13/04/1900,0,0.20599997
14/04/1900,0,0.20599997
15/04/1900,0,0.20599997
16/04/1900,0,0.20599997
17/04/1900,0,0.20599997
18/04/1900,0,0.20599997
19/04/1900,0,0.20599997
20/04/1900,0,0.20599997
21/04/1900,0,0.20599997
22/04/1900,0,0.20599997
23/04/1900,0,0.20599997
24/04/1900,0,0.20599997
25/04/1900,0,0.20599997
26/04/1900,0,0.20599997
27/04/1900,0,0.20599997
28/04/1900,0,0.20599997
29/04/1900,0,0.20599997
30/04/1900,0,0.20599997
1/05/1900,0.774000019,0
2/05/1900,0.774000019,0
3/05/1900,0.774000019,0
4/05/1900,0.774000019,0
5/05/1900,0.774000019,0
6/05/1900,0.774000019,0
7/05/1900,0.774000019,0
8/05/1900,0.774000019,0
9/05/1900,0.774000019,0
10/05/1900,0.774000019,0
11/05/1900,0.774000019,0
12/05/1900,0.774000019,0
13/05/1900,0.774000019,0
14/05/1900,0.774000019,0
15/05/1900,0.774000019,0
16/05/1900,0.774000019,0
17/05/1900,0.774000019,0
18/05/1900,0.774000019,0
19/05/1900,0.774000019,0
20/05/1900,0.774000019,0
21/05/1900,0.774000019,0
22/05/1900,0.774000019,0
23/05/1900,0.774000019,0
24/05/1900,0.774000019,0
25/05/1900,0.774000019,0
26/05/1900,0.774000019,0
27/05/1900,0.774000019,0
28/05/1900,0.774000019,0
29/05/1900,0.774000019,0
30/05/1900,0.774000019,0
31/05/1900,0.774000019,0
1/06/1900,0,1.199000057
2/06/1900,0,1.199000057
3/06/1900,0,1.199000057
4/06/1900,0,1.199000057
5/06/1900,0,1.199000057
6/06/1900,0,1.199000057
7/06/1900,0,1.199000057
8/06/1900,0,1.199000057
9/06/1900,0,1.199000057
10/06/1900,0,1.199000057
11/06/1900,0,1.199000057
12/06/1900,0,1.199000057
13/06/1900,0,1.199000057
14/06/1900,0,1.199000057
15/06/1900,0,1.199000057
16/06/1900,0,1.199000057
17/06/1900,0,1.199000057
18/06/1900,0,1.199000057
19/06/1900,0,1.199000057
20/06/1900,0,1.199000057
21/06/1900,0,1.199000057
22/06/1900,0,1.199000057
23/06/1900,0,1.199000057
24/06/1900,0,1.199000057
25/06/1900,0,1.199000057
26/06/1900,0,1.199000057
27/06/1900,0,1.199000057
28/06/1900,0,1.199000057
29/06/1900,0,1.199000057
30/06/1900,0,1.199000057
1/07/1900,0.552000016,0
2/07/1900,0.552000016,0
3/07/1900,0.552000016,0
4/07/1900,0.552000016,0
5/07/1900,0.552000016,0
6/07/1900,0.552000016,0
7/07/1900,0.552000016,0
8/07/1900,0.552000016,0
9/07/1900,0.552000016,0
10/07/1900,0.552000016,0
11/07/1900,0.552000016,0
12/07/1900,0.552000016,0
13/07/1900,0.552000016,0
14/07/1900,0.552000016,0
15/07/1900,0.552000016,0
16/07/1900,0.552000016,0
17/07/1900,0.552000016,0
18/07/1900,0.552000016,0
19/07/1900,0.552000016,0
20/07/1900,0.552000016,0
21/07/1900,0.552000016,0
22/07/1900,0.552000016,0
23/07/1900,0.552000016,0
24/07/1900,0.552000016,0
25/07/1900,0.552000016,0
26/07/1900,0.552000016,0
27/07/1900,0.552000016,0
28/07/1900,0.552000016,0
29/07/1900,0.552000016,0
30/07/1900,0.552000016,0
31/07/1900,0.552000016,0
1/08/1900,0,0.23299998
2/08/1900,0,0.23299998
3/08/1900,0,0.23299998
4/08/1900,0,0.23299998
5/08/1900,0,0.23299998
6/08/1900,0,0.23299998
7/08/1900,0,0.23299998
8/08/1900,0,0.23299998
9/08/1900,0,0.23299998
10/08/1900,0,0.23299998
11/08/1900,0,0.23299998
12/08/1900,0,0.23299998
13/08/1900,0,0.23299998
14/08/1900,0,0.23299998
15/08/1900,0,0.23299998
16/08/1900,0,0.23299998
17/08/1900,0,0.23299998
18/08/1900,0,0.23299998
19/08/1900,0,0.23299998
20/08/1900,0,0.23299998
21/08/1900,0,0.23299998
22/08/1900,0,0.23299998
23/08/1900,0,0.23299998
24/08/1900,0,0.23299998
25/08/1900,0,0.23299998
26/08/1900,0,0.23299998
27/08/1900,0,0.23299998
28/08/1900,0,0.23299998
29/08/1900,0,0.23299998
30/08/1900,0,0.23299998
31/08/1900,0,0.23299998
1/09/1900,0.770999968,0
2/09/1900,0.770999968,0
3/09/1900,0.770999968,0
4/09/1900,0.770999968,0
5/09/1900,0.770999968,0
6/09/1900,0.770999968,0
7/09/1900,0.770999968,0
8/09/1900,0.770999968,0
9/09/1900,0.770999968,0
10/09/1900,0.770999968,0
11/09/1900,0.770999968,0
12/09/1900,0.770999968,0
13/09/1900,0.770999968,0
14/09/1900,0.770999968,0
15/09/1900,0.770999968,0
16/09/1900,0.770999968,0
17/09/1900,0.770999968,0
18/09/1900,0.770999968,0
19/09/1900,0.770999968,0
20/09/1900,0.770999968,0
21/09/1900,0.770999968,0
22/09/1900,0.770999968,0
23/09/1900,0.770999968,0
24/09/1900,0.770999968,0
25/09/1900,0.770999968,0
26/09/1900,0.770999968,0
27/09/1900,0.770999968,0
28/09/1900,0.770999968,0
29/09/1900,0.770999968,0
30/09/1900,0.770999968,0
1/10/1900,3.459000111,0
2/10/1900,3.459000111,0
3/10/1900,3.459000111,0
4/10/1900,3.459000111,0
5/10/1900,3.459000111,0
6/10/1900,3.459000111,0
7/10/1900,3.459000111,0
8/10/1900,3.459000111,0
9/10/1900,3.459000111,0
10/10/1900,3.459000111,0
11/10/1900,3.459000111,0
12/10/1900,3.459000111,0
13/10/1900,3.459000111,0
14/10/1900,3.459000111,0
15/10/1900,3.459000111,0
16/10/1900,3.459000111,0
17/10/1900,3.459000111,0
18/10/1900,3.459000111,0
19/10/1900,3.459000111,0
20/10/1900,3.459000111,0
21/10/1900,3.459000111,0
22/10/1900,3.459000111,0
23/10/1900,3.459000111,0
24/10/1900,3.459000111,0
25/10/1900,3.459000111,0
26/10/1900,3.459000111,0
27/10/1900,3.459000111,0
28/10/1900,3.459000111,0
29/10/1900,3.459000111,0
30/10/1900,3.459000111,0
31/10/1900,3.459000111,0
1/11/1900,4.996999919,0
2/11/1900,4.996999919,0
3/11/1900,4.996999919,0
4/11/1900,4.996999919,0
5/11/1900,4.996999919,0
6/11/1900,4.996999919,0
7/11/1900,4.996999919,0
8/11/1900,4.996999919,0
9/11/1900,4.996999919,0
10/11/1900,4.996999919,0
11/11/1900,4.996999919,0
12/11/1900,4.996999919,0
13/11/1900,4.996999919,0
14/11/1900,4.996999919,0
15/11/1900,4.996999919,0
16/11/1900,4.996999919,0
17/11/1900,4.996999919,0
18/11/1900,4.996999919,0
19/11/1900,4.996999919,0
20/11/1900,4.996999919,0
21/11/1900,4.996999919,0
22/11/1900,4.996999919,0
23/11/1900,4.996999919,0
24/11/1900,4.996999919,0
25/11/1900,4.996999919,0
26/11/1900,4.996999919,0
27/11/1900,4.996999919,0
28/11/1900,4.996999919,0
29/11/1900,4.996999919,0
30/11/1900,4.996999919,0
1/12/1900,6.404000059,0
2/12/1900,6.404000059,0
3/12/1900,6.404000059,0
4/12/1900,6.404000059,0
5/12/1900,6.404000059,0
6/12/1900,6.404000059,0
7/12/1900,6.404000059,0
8/12/1900,6.404000059,0
9/12/1900,6.404000059,0
10/12/1900,6.404000059,0
11/12/1900,6.404000059,0
12/12/1900,6.404000059,0
13/12/1900,6.404000059,0
14/12/1900,6.404000059,0
15/12/1900,6.404000059,0
16/12/1900,6.404000059,0
17/12/1900,6.404000059,0
18/12/1900,6.404000059,0
19/12/1900,6.404000059,0
20/12/1900,6.404000059,0
21/12/1900,6.404000059,0
22/12/1900,6.404000059,0
23/12/1900,6.404000059,0
24/12/1900,6.404000059,0
25/12/1900,6.404000059,0
26/12/1900,6.404000059,0
27/12/1900,6.404000059,0
28/12/1900,6.404000059,0
29/12/1900,6.404000059,0
30/12/1900,6.404000059,0
31/12/1900,6.404000059,0
1/01/1901,5.590999916,0
2/01/1901,5.590999916,0
3/01/1901,5.590999916,0
4/01/1901,5.590999916,0
5/01/1901,5.590999916,0
6/01/1901,5.590999916,0
7/01/1901,5.590999916,0
8/01/1901,5.590999916,0
9/01/1901,5.590999916,0
10/01/1901,5.590999916,0
11/01/1901,5.590999916,0
12/01/1901,5.590999916,0
13/01/1901,5.590999916,0
14/01/1901,5.590999916,0
15/01/1901,5.590999916,0
16/01/1901,5.590999916,0
17/01/1901,5.590999916,0
18/01/1901,5.590999916,0
19/01/1901,5.590999916,0
20/01/1901,5.590999916,0
21/01/1901,5.590999916,0
22/01/1901,5.590999916,0
23/01/1901,5.590999916,0
24/01/1901,5.590999916,0
25/01/1901,5.590999916,0
26/01/1901,5.590999916,0
27/01/1901,5.590999916,0
28/01/1901,5.590999916,0
29/01/1901,5.590999916,0
30/01/1901,5.590999916,0
31/01/1901,5.590999916,0
1/02/1901,5.300000191,0
2/02/1901,5.300000191,0
3/02/1901,5.300000191,0
4/02/1901,5.300000191,0
5/02/1901,5.300000191,0
6/02/1901,5.300000191,0
7/02/1901,5.300000191,0
8/02/1901,5.300000191,0
9/02/1901,5.300000191,0
10/02/1901,5.300000191,0
11/02/1901,5.300000191,0
12/02/1901,5.300000191,0
13/02/1901,5.300000191,0
14/02/1901,5.300000191,0
15/02/1901,5.300000191,0
16/02/1901,5.300000191,0
17/02/1901,5.300000191,0
18/02/1901,5.300000191,0
19/02/1901,5.300000191,0
20/02/1901,5.300000191,0
21/02/1901,5.300000191,0
22/02/1901,5.300000191,0
23/02/1901,5.300000191,0
24/02/1901,5.300000191,0
25/02/1901,5.300000191,0
26/02/1901,5.300000191,0
27/02/1901,5.300000191,0
28/02/1901,5.300000191,0
1/03/1901,3.94700022,0
2/03/1901,3.94700022,0
3/03/1901,3.94700022,0
4/03/1901,3.94700022,0
5/03/1901,3.94700022,0
6/03/1901,3.94700022,0
7/03/1901,3.94700022,0
8/03/1901,3.94700022,0
9/03/1901,3.94700022,0
10/03/1901,3.94700022,0
11/03/1901,3.94700022,0
12/03/1901,3.94700022,0
13/03/1901,3.94700022,0
14/03/1901,3.94700022,0
15/03/1901,3.94700022,0
16/03/1901,3.94700022,0
17/03/1901,3.94700022,0
18/03/1901,3.94700022,0
19/03/1901,3.94700022,0
20/03/1901,3.94700022,0
21/03/1901,3.94700022,0
22/03/1901,3.94700022,0
23/03/1901,3.94700022,0
24/03/1901,3.94700022,0
25/03/1901,3.94700022,0
26/03/1901,3.94700022,0
27/03/1901,3.94700022,0
28/03/1901,3.94700022,0
29/03/1901,3.94700022,0
30/03/1901,3.94700022,0
31/03/1901,3.94700022,0
1/04/1901,2.60999994,0
2/04/1901,2.60999994,0
3/04/1901,2.60999994,0
4/04/1901,2.60999994,0
5/04/1901,2.60999994,0
6/04/1901,2.60999994,0
7/04/1901,2.60999994,0
8/04/1901,2.60999994,0
9/04/1901,2.60999994,0
10/04/1901,2.60999994,0
11/04/1901,2.60999994,0
12/04/1901,2.60999994,0
13/04/1901,2.60999994,0
14/04/1901,2.60999994,0
15/04/1901,2.60999994,0
16/04/1901,2.60999994,0
17/04/1901,2.60999994,0
18/04/1901,2.60999994,0
19/04/1901,2.60999994,0
20/04/1901,2.60999994,0
21/04/1901,2.60999994,0
22/04/1901,2.60999994,0
23/04/1901,2.60999994,0
24/04/1901,2.60999994,0
25/04/1901,2.60999994,0
26/04/1901,2.60999994,0
27/04/1901,2.60999994,0
28/04/1901,2.60999994,0
29/04/1901,2.60999994,0
30/04/1901,2.60999994,0
1/05/1901,1.60800004,0
2/05/1901,1.60800004,0
3/05/1901,1.60800004,0
4/05/1901,1.60800004,0
5/05/1901,1.60800004,0
6/05/1901,1.60800004,0
7/05/1901,1.60800004,0
8/05/1901,1.60800004,0
9/05/1901,1.60800004,0
10/05/1901,1.60800004,0
11/05/1901,1.60800004,0
12/05/1901,1.60800004,0
13/05/1901,1.60800004,0
14/05/1901,1.60800004,0
15/05/1901,1.60800004,0
16/05/1901,1.60800004,0
17/05/1901,1.60800004,0
18/05/1901,1.60800004,0
19/05/1901,1.60800004,0
20/05/1901,1.60800004,0
21/05/1901,1.60800004,0
22/05/1901,1.60800004,0
23/05/1901,1.60800004,0
24/05/1901,1.60800004,0
25/05/1901,1.60800004,0
26/05/1901,1.60800004,0
27/05/1901,1.60800004,0
28/05/1901,1.60800004,0
29/05/1901,1.60800004,0
30/05/1901,1.60800004,0
31/05/1901,1.60800004,0
1/06/1901,0.176999986,0
2/06/1901,0.176999986,0
3/06/1901,0.176999986,0
4/06/1901,0.176999986,0
5/06/1901,0.176999986,0
6/06/1901,0.176999986,0
7/06/1901,0.176999986,0
8/06/1901,0.176999986,0
9/06/1901,0.176999986,0
10/06/1901,0.176999986,0
11/06/1901,0.176999986,0
12/06/1901,0.176999986,0
13/06/1901,0.176999986,0
14/06/1901,0.176999986,0
15/06/1901,0.176999986,0
16/06/1901,0.176999986,0
17/06/1901,0.176999986,0
18/06/1901,0.176999986,0
19/06/1901,0.176999986,0
20/06/1901,0.176999986,0
21/06/1901,0.176999986,0
22/06/1901,0.176999986,0
23/06/1901,0.176999986,0
24/06/1901,0.176999986,0
25/06/1901,0.176999986,0
26/06/1901,0.176999986,0
27/06/1901,0.176999986,0
28/06/1901,0.176999986,0
29/06/1901,0.176999986,0
30/06/1901,0.176999986,0
1/07/1901,0,0.973999947
2/07/1901,0,0.973999947
3/07/1901,0,0.973999947
4/07/1901,0,0.973999947
5/07/1901,0,0.973999947
6/07/1901,0,0.973999947
7/07/1901,0,0.973999947
8/07/1901,0,0.973999947
9/07/1901,0,0.973999947
10/07/1901,0,0.973999947
11/07/1901,0,0.973999947
12/07/1901,0,0.973999947
13/07/1901,0,0.973999947
14/07/1901,0,0.973999947
15/07/1901,0,0.973999947
16/07/1901,0,0.973999947
17/07/1901,0,0.973999947
18/07/1901,0,0.973999947
19/07/1901,0,0.973999947
20/07/1901,0,0.973999947
21/07/1901,0,0.973999947
22/07/1901,0,0.973999947
23/07/1901,0,0.973999947
24/07/1901,0,0.973999947
25/07/1901,0,0.973999947
26/07/1901,0,0.973999947
27/07/1901,0,0.973999947
28/07/1901,0,0.973999947
29/07/1901,0,0.973999947
30/07/1901,0,0.973999947
31/07/1901,0,0.973999947
1/08/1901,0,1.078000009
2/08/1901,0,1.078000009
3/08/1901,0,1.078000009
4/08/1901,0,1.078000009
5/08/1901,0,1.078000009
6/08/1901,0,1.078000009
7/08/1901,0,1.078000009
8/08/1901,0,1.078000009
9/08/1901,0,1.078000009
10/08/1901,0,1.078000009
11/08/1901,0,1.078000009
12/08/1901,0,1.078000009
13/08/1901,0,1.078000009
14/08/1901,0,1.078000009
15/08/1901,0,1.078000009
16/08/1901,0,1.078000009
17/08/1901,0,1.078000009
18/08/1901,0,1.078000009
19/08/1901,0,1.078000009
20/08/1901,0,1.078000009
21/08/1901,0,1.078000009
22/08/1901,0,1.078000009
23/08/1901,0,1.078000009
24/08/1901,0,1.078000009
25/08/1901,0,1.078000009
26/08/1901,0,1.078000009
27/08/1901,0,1.078000009
28/08/1901,0,1.078000009
29/08/1901,0,1.078000009
30/08/1901,0,1.078000009
31/08/1901,0,1.078000009
1/09/1901,1.629000127,0
2/09/1901,1.629000127,0
3/09/1901,1.629000127,0
4/09/1901,1.629000127,0
5/09/1901,1.629000127,0
6/09/1901,1.629000127,0
7/09/1901,1.629000127,0
8/09/1901,1.629000127,0
9/09/1901,1.629000127,0
10/09/1901,1.629000127,0
11/09/1901,1.629000127,0
12/09/1901,1.629000127,0
13/09/1901,1.629000127,0
14/09/1901,1.629000127,0
15/09/1901,1.629000127,0
16/09/1901,1.629000127,0
17/09/1901,1.629000127,0
18/09/1901,1.629000127,0
19/09/1901,1.629000127,0
20/09/1901,1.629000127,0
21/09/1901,1.629000127,0
22/09/1901,1.629000127,0
23/09/1901,1.629000127,0
24/09/1901,1.629000127,0
25/09/1901,1.629000127,0
26/09/1901,1.629000127,0
27/09/1901,1.629000127,0
28/09/1901,1.629000127,0
29/09/1901,1.629000127,0
30/09/1901,1.629000127,0
1/10/1901,1.911999941,0
2/10/1901,1.911999941,0
3/10/1901,1.911999941,0
4/10/1901,1.911999941,0
5/10/1901,1.911999941,0
6/10/1901,1.911999941,0
7/10/1901,1.911999941,0
8/10/1901,1.911999941,0
9/10/1901,1.911999941,0
10/10/1901,1.911999941,0
11/10/1901,1.911999941,0
12/10/1901,1.911999941,0
13/10/1901,1.911999941,0
14/10/1901,1.911999941,0
15/10/1901,1.911999941,0
16/10/1901,1.911999941,0
17/10/1901,1.911999941,0
18/10/1901,1.911999941,0
19/10/1901,1.911999941,0
20/10/1901,1.911999941,0
21/10/1901,1.911999941,0
22/10/1901,1.911999941,0
23/10/1901,1.911999941,0
24/10/1901,1.911999941,0
25/10/1901,1.911999941,0
26/10/1901,1.911999941,0
27/10/1901,1.911999941,0
28/10/1901,1.911999941,0
29/10/1901,1.911999941,0
30/10/1901,1.911999941,0
31/10/1901,1.911999941,0
1/11/1901,6.046999924,0
2/11/1901,6.046999924,0
3/11/1901,6.046999924,0
4/11/1901,6.046999924,0
5/11/1901,6.046999924,0
6/11/1901,6.046999924,0
7/11/1901,6.046999924,0
8/11/1901,6.046999924,0
9/11/1901,6.046999924,0
10/11/1901,6.046999924,0
11/11/1901,6.046999924,0
12/11/1901,6.046999924,0
13/11/1901,6.046999924,0
14/11/1901,6.046999924,0
15/11/1901,6.046999924,0
16/11/1901,6.046999924,0
17/11/1901,6.046999924,0
18/11/1901,6.046999924,0
19/11/1901,6.046999924,0
20/11/1901,6.046999924,0
21/11/1901,6.046999924,0
22/11/1901,6.046999924,0
23/11/1901,6.046999924,0
24/11/1901,6.046999924,0
25/11/1901,6.046999924,0
26/11/1901,6.046999924,0
27/11/1901,6.046999924,0
28/11/1901,6.046999924,0
29/11/1901,6.046999924,0
30/11/1901,6.046999924,0
1/12/1901,5.892999858,0
2/12/1901,5.892999858,0
3/12/1901,5.892999858,0
4/12/1901,5.892999858,0
5/12/1901,5.892999858,0
6/12/1901,5.892999858,0
7/12/1901,5.892999858,0
8/12/1901,5.892999858,0
9/12/1901,5.892999858,0
10/12/1901,5.892999858,0
11/12/1901,5.892999858,0
12/12/1901,5.892999858,0
13/12/1901,5.892999858,0
14/12/1901,5.892999858,0
15/12/1901,5.892999858,0
16/12/1901,5.892999858,0
17/12/1901,5.892999858,0
18/12/1901,5.892999858,0
19/12/1901,5.892999858,0
20/12/1901,5.892999858,0
21/12/1901,5.892999858,0
22/12/1901,5.892999858,0
23/12/1901,5.892999858,0
24/12/1901,5.892999858,0
25/12/1901,5.892999858,0
26/12/1901,5.892999858,0
27/12/1901,5.892999858,0
28/12/1901,5.892999858,0
29/12/1901,5.892999858,0
30/12/1901,5.892999858,0
31/12/1901,5.892999858,0
1/01/1902,6.07200022,0
2/01/1902,6.07200022,0
3/01/1902,6.07200022,0
4/01/1902,6.07200022,0
5/01/1902,6.07200022,0
6/01/1902,6.07200022,0
7/01/1902,6.07200022,0
8/01/1902,6.07200022,0
9/01/1902,6.07200022,0
10/01/1902,6.07200022,0
11/01/1902,6.07200022,0
12/01/1902,6.07200022,0
13/01/1902,6.07200022,0
14/01/1902,6.07200022,0
15/01/1902,6.07200022,0
16/01/1902,6.07200022,0
17/01/1902,6.07200022,0
18/01/1902,6.07200022,0
19/01/1902,6.07200022,0
20/01/1902,6.07200022,0
21/01/1902,6.07200022,0
22/01/1902,6.07200022,0
23/01/1902,6.07200022,0
24/01/1902,6.07200022,0
25/01/1902,6.07200022,0
26/01/1902,6.07200022,0
27/01/1902,6.07200022,0
28/01/1902,6.07200022,0
29/01/1902,6.07200022,0
30/01/1902,6.07200022,0
31/01/1902,6.07200022,0
1/02/1902,5.81799984,0
2/02/1902,5.81799984,0
3/02/1902,5.81799984,0
4/02/1902,5.81799984,0
5/02/1902,5.81799984,0
6/02/1902,5.81799984,0
7/02/1902,5.81799984,0
8/02/1902,5.81799984,0
9/02/1902,5.81799984,0
10/02/1902,5.81799984,0
11/02/1902,5.81799984,0
12/02/1902,5.81799984,0
13/02/1902,5.81799984,0
14/02/1902,5.81799984,0
15/02/1902,5.81799984,0
16/02/1902,5.81799984,0
17/02/1902,5.81799984,0
18/02/1902,5.81799984,0
19/02/1902,5.81799984,0
20/02/1902,5.81799984,0
21/02/1902,5.81799984,0
22/02/1902,5.81799984,0
23/02/1902,5.81799984,0
24/02/1902,5.81799984,0
25/02/1902,5.81799984,0
26/02/1902,5.81799984,0
27/02/1902,5.81799984,0
28/02/1902,5.81799984,0
1/03/1902,3.94700022,0
2/03/1902,3.94700022,0
3/03/1902,3.94700022,0
4/03/1902,3.94700022,0
5/03/1902,3.94700022,0
6/03/1902,3.94700022,0
7/03/1902,3.94700022,0
8/03/1902,3.94700022,0
9/03/1902,3.94700022,0
10/03/1902,3.94700022,0
11/03/1902,3.94700022,0
12/03/1902,3.94700022,0
13/03/1902,3.94700022,0
14/03/1902,3.94700022,0
15/03/1902,3.94700022,0
16/03/1902,3.94700022,0
17/03/1902,3.94700022,0
18/03/1902,3.94700022,0
19/03/1902,3.94700022,0
20/03/1902,3.94700022,0
21/03/1902,3.94700022,0
22/03/1902,3.94700022,0
23/03/1902,3.94700022,0
24/03/1902,3.94700022,0
25/03/1902,3.94700022,0
26/03/1902,3.94700022,0
27/03/1902,3.94700022,0
28/03/1902,3.94700022,0
29/03/1902,3.94700022,0
30/03/1902,3.94700022,0
31/03/1902,3.94700022,0
1/04/1902,3.636999995,0
2/04/1902,3.636999995,0
3/04/1902,3.636999995,0
4/04/1902,3.636999995,0
5/04/1902,3.636999995,0
6/04/1902,3.636999995,0
7/04/1902,3.636999995,0
8/04/1902,3.636999995,0
9/04/1902,3.636999995,0
10/04/1902,3.636999995,0
11/04/1902,3.636999995,0
12/04/1902,3.636999995,0
13/04/1902,3.636999995,0
14/04/1902,3.636999995,0
15/04/1902,3.636999995,0
16/04/1902,3.636999995,0
17/04/1902,3.636999995,0
18/04/1902,3.636999995,0
19/04/1902,3.636999995,0
20/04/1902,3.636999995,0
21/04/1902,3.636999995,0
22/04/1902,3.636999995,0
23/04/1902,3.636999995,0
24/04/1902,3.636999995,0
25/04/1902,3.636999995,0
26/04/1902,3.636999995,0
27/04/1902,3.636999995,0
28/04/1902,3.636999995,0
29/04/1902,3.636999995,0
30/04/1902,3.636999995,0
1/05/1902,1.092000037,0
2/05/1902,1.092000037,0
3/05/1902,1.092000037,0
4/05/1902,1.092000037,0
5/05/1902,1.092000037,0
6/05/1902,1.092000037,0
7/05/1902,1.092000037,0
8/05/1902,1.092000037,0
9/05/1902,1.092000037,0
10/05/1902,1.092000037,0
11/05/1902,1.092000037,0
12/05/1902,1.092000037,0
13/05/1902,1.092000037,0
14/05/1902,1.092000037,0
15/05/1902,1.092000037,0
16/05/1902,1.092000037,0
17/05/1902,1.092000037,0
18/05/1902,1.092000037,0
19/05/1902,1.092000037,0
20/05/1902,1.092000037,0
21/05/1902,1.092000037,0
22/05/1902,1.092000037,0
23/05/1902,1.092000037,0
24/05/1902,1.092000037,0
25/05/1902,1.092000037,0
26/05/1902,1.092000037,0
27/05/1902,1.092000037,0
28/05/1902,1.092000037,0
29/05/1902,1.092000037,0
30/05/1902,1.092000037,0
31/05/1902,1.092000037,0
1/06/1902,0.078000009,0
2/06/1902,0.078000009,0
3/06/1902,0.078000009,0
4/06/1902,0.078000009,0
5/06/1902,0.078000009,0
6/06/1902,0.078000009,0
7/06/1902,0.078000009,0
8/06/1902,0.078000009,0
9/06/1902,0.078000009,0
10/06/1902,0.078000009,0
11/06/1902,0.078000009,0
12/06/1902,0.078000009,0
13/06/1902,0.078000009,0
14/06/1902,0.078000009,0
15/06/1902,0.078000009,0
16/06/1902,0.078000009,0
17/06/1902,0.078000009,0
18/06/1902,0.078000009,0
19/06/1902,0.078000009,0
20/06/1902,0.078000009,0
21/06/1902,0.078000009,0
22/06/1902,0.078000009,0
23/06/1902,0.078000009,0
24/06/1902,0.078000009,0
25/06/1902,0.078000009,0
26/06/1902,0.078000009,0
27/06/1902,0.078000009,0
28/06/1902,0.078000009,0
29/06/1902,0.078000009,0
30/06/1902,0.078000009,0
1/07/1902,0.973999992,0
2/07/1902,0.973999992,0
3/07/1902,0.973999992,0
4/07/1902,0.973999992,0
5/07/1902,0.973999992,0
6/07/1902,0.973999992,0
7/07/1902,0.973999992,0
8/07/1902,0.973999992,0
9/07/1902,0.973999992,0
10/07/1902,0.973999992,0
11/07/1902,0.973999992,0
12/07/1902,0.973999992,0
13/07/1902,0.973999992,0
14/07/1902,0.973999992,0
15/07/1902,0.973999992,0
16/07/1902,0.973999992,0
17/07/1902,0.973999992,0
18/07/1902,0.973999992,0
19/07/1902,0.973999992,0
20/07/1902,0.973999992,0
21/07/1902,0.973999992,0
22/07/1902,0.973999992,0
23/07/1902,0.973999992,0
