date,Pike level,Mundic Level,Total inflow,Volume Mundic,Volume Pike,Total Volume,Area Mundic,Area Pike,Total Area,Pike Outflow,Lower Pike (Lettons) flow,Net outflow to river from Lower Pike
8/08/2000,15,15.3385,1654.48224,5408.485761,4742.263115,10150.74888,368.2667734,425.6534836,793.920257,1177.39872,915.26112,1570.52736
9/08/2000,15,15.3385,1654.48224,5408.485761,4742.263115,10150.74888,368.2667734,425.6534836,793.920257,1177.39872,915.26112,1570.52736
10/08/2000,15,15.3385,1654.48224,5408.485761,4742.263115,10150.74888,368.2667734,425.6534836,793.920257,1177.39872,915.26112,1570.52736
11/08/2000,15,15.3385,1654.48224,5408.485761,4742.263115,10150.74888,368.2667734,425.6534836,793.920257,1177.39872,915.26112,1570.52736
12/08/2000,15.1,15.3833,1650.96576,5587.918304,5106.615039,10694.53334,382.9561675,454.9241355,837.880303,1167.23808,909.0576,1558.54368
13/08/2000,15.1,15.3833,1650.96576,5587.918304,5106.615039,10694.53334,382.9561675,454.9241355,837.880303,1167.23808,909.0576,1558.54368
14/08/2000,15.1,15.3833,1650.96576,5587.918304,5106.615039,10694.53334,382.9561675,454.9241355,837.880303,1167.23808,909.0576,1558.54368
15/08/2000,15.1,15.3833,1650.96576,5587.918304,5106.615039,10694.53334,382.9561675,454.9241355,837.880303,1167.23808,909.0576,1558.54368
16/08/2000,15.1,15.3833,1650.96576,5587.918304,5106.615039,10694.53334,382.9561675,454.9241355,837.880303,1167.23808,909.0576,1558.54368
17/08/2000,15.1,15.3833,1650.96576,5587.918304,5106.615039,10694.53334,382.9561675,454.9241355,837.880303,1167.23808,909.0576,1558.54368
18/08/2000,15.1,15.3833,1650.96576,5587.918304,5106.615039,10694.53334,382.9561675,454.9241355,837.880303,1167.23808,909.0576,1558.54368
19/08/2000,15.2,15.4375,1647.20736,5801.234711,5521.869683,11323.10439,398.0744883,496.2741991,894.3486874,1161.07776,910.24128,1560.3408
20/08/2000,15.2,15.4375,1647.20736,5801.234711,5521.869683,11323.10439,398.0744883,496.2741991,894.3486874,1161.07776,910.24128,1560.3408
21/08/2000,15.2,15.4375,1647.20736,5801.234711,5521.869683,11323.10439,398.0744883,496.2741991,894.3486874,1161.07776,910.24128,1560.3408
22/08/2000,15.2,15.4375,1647.20736,5801.234711,5521.869683,11323.10439,398.0744883,496.2741991,894.3486874,1161.07776,910.24128,1560.3408
23/08/2000,15.2,15.4375,1647.20736,5801.234711,5521.869683,11323.10439,398.0744883,496.2741991,894.3486874,1161.07776,910.24128,1560.3408
24/08/2000,15.2,15.4375,1647.20736,5801.234711,5521.869683,11323.10439,398.0744883,496.2741991,894.3486874,1161.07776,910.24128,1560.3408
25/08/2000,15.2,15.4375,1647.20736,5801.234711,5521.869683,11323.10439,398.0744883,496.2741991,894.3486874,1161.07776,910.24128,1560.3408
26/08/2000,15.3,15.497,1642.61088,6054.090855,6058.225886,12112.31674,414.3891729,571.8437037,986.2328767,1145.05056,906.74208,1553.01408
27/08/2000,15.3,15.497,1642.61088,6054.090855,6058.225886,12112.31674,414.3891729,571.8437037,986.2328767,1145.05056,906.74208,1553.01408
28/08/2000,15.3,15.497,1642.61088,6054.090855,6058.225886,12112.31674,414.3891729,571.8437037,986.2328767,1145.05056,906.74208,1553.01408
29/08/2000,15.3,15.497,1642.61088,6054.090855,6058.225886,12112.31674,414.3891729,571.8437037,986.2328767,1145.05056,906.74208,1553.01408
30/08/2000,15.3,15.497,1642.61088,6054.090855,6058.225886,12112.31674,414.3891729,571.8437037,986.2328767,1145.05056,906.74208,1553.01408
31/08/2000,15.3,15.497,1642.61088,6054.090855,6058.225886,12112.31674,414.3891729,571.8437037,986.2328767,1145.05056,906.74208,1553.01408
1/09/2000,15.3,15.497,1642.61088,6054.090855,6058.225886,12112.31674,414.3891729,571.8437037,986.2328767,1145.05056,906.74208,1553.01408
2/09/2000,15.4,15.5617,1635.62112,6339.997028,6603.099835,12943.09686,433.6013165,620.2148862,1053.816203,1133.136,899.06112,1537.86816
3/09/2000,15.4,15.5617,1635.62112,6339.997028,6603.099835,12943.09686,433.6013165,620.2148862,1053.816203,1133.136,899.06112,1537.86816
4/09/2000,15.4,15.5617,1635.62112,6339.997028,6603.099835,12943.09686,433.6013165,620.2148862,1053.816203,1133.136,899.06112,1537.86816
5/09/2000,15.4,15.5617,1635.62112,6339.997028,6603.099835,12943.09686,433.6013165,620.2148862,1053.816203,1133.136,899.06112,1537.86816
6/09/2000,15.4,15.5617,1635.62112,6339.997028,6603.099835,12943.09686,433.6013165,620.2148862,1053.816203,1133.136,899.06112,1537.86816
7/09/2000,15.4,15.5617,1635.62112,6339.997028,6603.099835,12943.09686,433.6013165,620.2148862,1053.816203,1133.136,899.06112,1537.86816
8/09/2000,15.4,15.5617,1635.62112,6339.997028,6603.099835,12943.09686,433.6013165,620.2148862,1053.816203,1133.136,899.06112,1537.86816
9/09/2000,15.4,15.5617,1635.62112,6339.997028,6603.099835,12943.09686,433.6013165,620.2148862,1053.816203,1133.136,899.06112,1537.86816
10/09/2000,15.5,15.6315,1627.40448,6673.086291,7244.615583,13917.70187,457.339702,680.6287125,1137.968415,1116.21888,893.38464,1525.92768
11/09/2000,15.5,15.6315,1627.40448,6673.086291,7244.615583,13917.70187,457.339702,680.6287125,1137.968415,1116.21888,893.38464,1525.92768
12/09/2000,15.5,15.6315,1627.40448,6673.086291,7244.615583,13917.70187,457.339702,680.6287125,1137.968415,1116.21888,893.38464,1525.92768
13/09/2000,15.5,15.6315,1627.40448,6673.086291,7244.615583,13917.70187,457.339702,680.6287125,1137.968415,1116.21888,893.38464,1525.92768
14/09/2000,15.5,15.6315,1627.40448,6673.086291,7244.615583,13917.70187,457.339702,680.6287125,1137.968415,1116.21888,893.38464,1525.92768
15/09/2000,15.5,15.6315,1627.40448,6673.086291,7244.615583,13917.70187,457.339702,680.6287125,1137.968415,1116.21888,893.38464,1525.92768
16/09/2000,15.5,15.6315,1627.40448,6673.086291,7244.615583,13917.70187,457.339702,680.6287125,1137.968415,1116.21888,893.38464,1525.92768
17/09/2000,15.6,15.7067,1612.7424,7026.731352,7935.545166,14962.27652,476.0907433,742.9834548,1219.074198,1094.83488,875.2752,1487.12544
18/09/2000,15.6,15.7067,1612.7424,7026.731352,7935.545166,14962.27652,476.0907433,742.9834548,1219.074198,1094.83488,875.2752,1487.12544
19/09/2000,15.6,15.7067,1612.7424,7026.731352,7935.545166,14962.27652,476.0907433,742.9834548,1219.074198,1094.83488,875.2752,1487.12544
20/09/2000,15.6,15.7067,1612.7424,7026.731352,7935.545166,14962.27652,476.0907433,742.9834548,1219.074198,1094.83488,875.2752,1487.12544
21/09/2000,15.6,15.7067,1612.7424,7026.731352,7935.545166,14962.27652,476.0907433,742.9834548,1219.074198,1094.83488,875.2752,1487.12544
22/09/2000,15.6,15.7067,1612.7424,7026.731352,7935.545166,14962.27652,476.0907433,742.9834548,1219.074198,1094.83488,875.2752,1487.12544
23/09/2000,15.6,15.7067,1612.7424,7026.731352,7935.545166,14962.27652,476.0907433,742.9834548,1219.074198,1094.83488,875.2752,1487.12544
24/09/2000,15.7,15.7851,1595.79072,7414.970956,8686.523881,16101.49484,496.8351284,801.7300412,1298.56517,1070.40096,863.89632,1462.63104
25/09/2000,15.7,15.7851,1595.79072,7414.970956,8686.523881,16101.49484,496.8351284,801.7300412,1298.56517,1070.40096,863.89632,1462.63104
26/09/2000,15.7,15.7851,1595.79072,7414.970956,8686.523881,16101.49484,496.8351284,801.7300412,1298.56517,1070.40096,863.89632,1462.63104
27/09/2000,15.7,15.7851,1595.79072,7414.970956,8686.523881,16101.49484,496.8351284,801.7300412,1298.56517,1070.40096,863.89632,1462.63104
28/09/2000,15.7,15.7851,1595.79072,7414.970956,8686.523881,16101.49484,496.8351284,801.7300412,1298.56517,1070.40096,863.89632,1462.63104
29/09/2000,15.7,15.7851,1595.79072,7414.970956,8686.523881,16101.49484,496.8351284,801.7300412,1298.56517,1070.40096,863.89632,1462.63104
30/09/2000,15.7,15.7851,1595.79072,7414.970956,8686.523881,16101.49484,496.8351284,801.7300412,1298.56517,1070.40096,863.89632,1462.63104
1/10/2000,15.8,15.8676,1572.3504,7838.319758,9496.74215,17335.06191,517.9598715,860.8876364,1378.847508,1039.63392,850.27104,1431.55296
2/10/2000,15.8,15.8676,1572.3504,7838.319758,9496.74215,17335.06191,517.9598715,860.8876364,1378.847508,1039.63392,850.27104,1431.55296
3/10/2000,15.8,15.8676,1572.3504,7838.319758,9496.74215,17335.06191,517.9598715,860.8876364,1378.847508,1039.63392,850.27104,1431.55296
4/10/2000,15.8,15.8676,1572.3504,7838.319758,9496.74215,17335.06191,517.9598715,860.8876364,1378.847508,1039.63392,850.27104,1431.55296
5/10/2000,15.8,15.8676,1572.3504,7838.319758,9496.74215,17335.06191,517.9598715,860.8876364,1378.847508,1039.63392,850.27104,1431.55296
6/10/2000,15.8,15.8676,1572.3504,7838.319758,9496.74215,17335.06191,517.9598715,860.8876364,1378.847508,1039.63392,850.27104,1431.55296
7/10/2000,15.8,15.8676,1572.3504,7838.319758,9496.74215,17335.06191,517.9598715,860.8876364,1378.847508,1039.63392,850.27104,1431.55296
8/10/2000,15.9,15.9535,1546.28352,8305.664204,10504.95881,18810.62302,539.0226597,943.3972002,1482.41986,994.0752,829.68192,1386.13248
9/10/2000,15.9,15.9535,1546.28352,8305.664204,10504.95881,18810.62302,539.0226597,943.3972002,1482.41986,994.0752,829.68192,1386.13248
10/10/2000,15.9,15.9535,1546.28352,8305.664204,10504.95881,18810.62302,539.0226597,943.3972002,1482.41986,994.0752,829.68192,1386.13248
11/10/2000,15.9,15.9535,1546.28352,8305.664204,10504.95881,18810.62302,539.0226597,943.3972002,1482.41986,994.0752,829.68192,1386.13248
12/10/2000,15.9,15.9535,1546.28352,8305.664204,10504.95881,18810.62302,539.0226597,943.3972002,1482.41986,994.0752,829.68192,1386.13248
13/10/2000,15.9,15.9535,1546.28352,8305.664204,10504.95881,18810.62302,539.0226597,943.3972002,1482.41986,994.0752,829.68192,1386.13248
14/10/2000,15.9,15.9535,1546.28352,8305.664204,10504.95881,18810.62302,539.0226597,943.3972002,1482.41986,994.0752,829.68192,1386.13248
15/10/2000,16,16.0422,1522.29888,8797.955834,11550.81632,20348.77216,559.7723877,1015.52359,1575.295978,933.4224,802.12032,1324.77984
16/10/2000,16,16.0422,1522.29888,8797.955834,11550.81632,20348.77216,559.7723877,1015.52359,1575.295978,933.4224,802.12032,1324.77984
17/10/2000,16,16.0422,1522.29888,8797.955834,11550.81632,20348.77216,559.7723877,1015.52359,1575.295978,933.4224,802.12032,1324.77984
18/10/2000,16,16.0422,1522.29888,8797.955834,11550.81632,20348.77216,559.7723877,1015.52359,1575.295978,933.4224,802.12032,1324.77984
19/10/2000,16,16.0422,1522.29888,8797.955834,11550.81632,20348.77216,559.7723877,1015.52359,1575.295978,933.4224,802.12032,1324.77984
20/10/2000,16,16.0422,1522.29888,8797.955834,11550.81632,20348.77216,559.7723877,1015.52359,1575.295978,933.4224,802.12032,1324.77984
21/10/2000,16,16.0422,1522.29888,8797.955834,11550.81632,20348.77216,559.7723877,1015.52359,1575.295978,933.4224,802.12032,1324.77984
22/10/2000,16.1,16.1314,1477.23264,9308.31222,13375.98195,22684.29417,579.1351031,1242.930434,1822.065537,901.43712,790.50816,1293.35616
23/10/2000,16.1,16.1314,1477.23264,9308.31222,13375.98195,22684.29417,579.1351031,1242.930434,1822.065537,901.43712,790.50816,1293.35616
24/10/2000,16.1,16.1314,1477.23264,9308.31222,13375.98195,22684.29417,579.1351031,1242.930434,1822.065537,901.43712,790.50816,1293.35616
25/10/2000,16.1,16.1314,1477.23264,9308.31222,13375.98195,22684.29417,579.1351031,1242.930434,1822.065537,901.43712,790.50816,1293.35616
26/10/2000,16.1,16.1314,1477.23264,9308.31222,13375.98195,22684.29417,579.1351031,1242.930434,1822.065537,901.43712,790.50816,1293.35616
27/10/2000,16.1,16.1314,1477.23264,9308.31222,13375.98195,22684.29417,579.1351031,1242.930434,1822.065537,901.43712,790.50816,1293.35616
28/10/2000,16.1,16.1314,1477.23264,9308.31222,13375.98195,22684.29417,579.1351031,1242.930434,1822.065537,901.43712,790.50816,1293.35616
29/10/2000,16.2,16.221,1415.49984,9871.540988,14668.41942,24539.96041,602.1632745,1332.635484,1934.798758,819.91872,758.2032,1208.12256
30/10/2000,16.2,16.221,1415.49984,9871.540988,14668.41942,24539.96041,602.1632745,1332.635484,1934.798758,819.91872,758.2032,1208.12256
31/10/2000,16.2,16.221,1415.49984,9871.540988,14668.41942,24539.96041,602.1632745,1332.635484,1934.798758,819.91872,758.2032,1208.12256
1/11/2000,16.2,16.221,1415.49984,9871.540988,14668.41942,24539.96041,602.1632745,1332.635484,1934.798758,819.91872,758.2032,1208.12256
2/11/2000,16.2,16.221,1415.49984,9871.540988,14668.41942,24539.96041,602.1632745,1332.635484,1934.798758,819.91872,758.2032,1208.12256
3/11/2000,16.2,16.221,1415.49984,9871.540988,14668.41942,24539.96041,602.1632745,1332.635484,1934.798758,819.91872,758.2032,1208.12256
4/11/2000,16.2,16.221,1415.49984,9871.540988,14668.41942,24539.96041,602.1632745,1332.635484,1934.798758,819.91872,758.2032,1208.12256
5/11/2000,16.3,16.3136,1334.11968,10439.40513,16064.36652,26503.77165,620.3406209,1428.222941,2048.563562,710.36352,716.5152,1088.4672
6/11/2000,16.3,16.3136,1334.11968,10439.40513,16064.36652,26503.77165,620.3406209,1428.222941,2048.563562,710.36352,716.5152,1088.4672
7/11/2000,16.3,16.3136,1334.11968,10439.40513,16064.36652,26503.77165,620.3406209,1428.222941,2048.563562,710.36352,716.5152,1088.4672
8/11/2000,16.3,16.3136,1334.11968,10439.40513,16064.36652,26503.77165,620.3406209,1428.222941,2048.563562,710.36352,716.5152,1088.4672
9/11/2000,16.3,16.3136,1334.11968,10439.40513,16064.36652,26503.77165,620.3406209,1428.222941,2048.563562,710.36352,716.5152,1088.4672
10/11/2000,16.3,16.3136,1334.11968,10439.40513,16064.36652,26503.77165,620.3406209,1428.222941,2048.563562,710.36352,716.5152,1088.4672
11/11/2000,16.3,16.3136,1334.11968,10439.40513,16064.36652,26503.77165,620.3406209,1428.222941,2048.563562,710.36352,716.5152,1088.4672
12/11/2000,16.4,16.408,1230.45696,11047.15279,17555.48767,28602.64046,641.7822662,1522.847339,2164.629606,571.52736,657.52992,926.32896
13/11/2000,16.4,16.408,1230.45696,11047.15279,17555.48767,28602.64046,641.7822662,1522.847339,2164.629606,571.52736,657.52992,926.32896
14/11/2000,16.4,16.408,1230.45696,11047.15279,17555.48767,28602.64046,641.7822662,1522.847339,2164.629606,571.52736,657.52992,926.32896
15/11/2000,16.4,16.408,1230.45696,11047.15279,17555.48767,28602.64046,641.7822662,1522.847339,2164.629606,571.52736,657.52992,926.32896
16/11/2000,16.4,16.408,1230.45696,11047.15279,17555.48767,28602.64046,641.7822662,1522.847339,2164.629606,571.52736,657.52992,926.32896
17/11/2000,16.4,16.408,1230.45696,11047.15279,17555.48767,28602.64046,641.7822662,1522.847339,2164.629606,571.52736,657.52992,926.32896
18/11/2000,16.4,16.408,1230.45696,11047.15279,17555.48767,28602.64046,641.7822662,1522.847339,2164.629606,571.52736,657.52992,926.32896
19/11/2000,16.4,16.408,1230.45696,11047.15279,17555.48767,28602.64046,641.7822662,1522.847339,2164.629606,571.52736,657.52992,926.32896
